country,location,disaster_type,disaster_subtype,start_year,start_month,total_deaths,no_affected,total_affected,total_damage_usd,total_damage_adjusted_usd
Malaysia,Peninsular East coast,Flood,Flood (General),1965,12,6,300000,300000,1000000.0,9956000.0
Malaysia,"Kelantan, Trengganu",Flood,Flood (General),1967,1,50,125000,140000,25600000.0,240732000.0
Malaysia,"Johore, S. Lowlands",Storm,Storm (General),1968,1,21,10000,10000,,
Malaysia,"West Malaysia, Capital",Flood,Flood (General),1970,12,61,243000,243000,37000000.0,298944000.0
Malaysia,Johore Bahru,Flood,Flood (General),1978,12,,3000,3000,,
Malaysia,East coast,Flood,Flood (General),1983,12,10,15000,15000,,
Malaysia,East Coast States of Trengganu and Kelantan,Flood,Flood (General),1986,11,11,25000,25000,11500000.0,32912000.0
Malaysia,East coast states,Flood,Flood (General),1987,12,3,2576,2576,,
Malaysia,Kelantan + East cost states,Flood,Riverine flood,1988,11,27,60000,60000,,
Malaysia,"Kelantan, Trengganu, Pahang, Perak, Johore and Sabah states",Flood,Riverine flood,1993,12,30,20000,25000,,
Malaysia,Palau Gaya (Borneo),Wildfire,Forest fire,1995,5,,,3000,,
Malaysia,Genting Highlands (Near Kuala Lumpur),Mass movement (wet),Landslide (wet),1995,6,20,,23,,
Malaysia,"Maradu, Long Lama (Northern Sarawak",Flood,Riverine flood,1996,2,,418,418,,
Malaysia,Pos Dipang (Perak State),Mass movement (wet),Mudslide,1996,8,50,,262,,
Malaysia,"Keningau, Sulaman, Tamparuli, Kiulu, Kota Kinabalu (Sabah state)",Storm,Tropical cyclone,1996,12,270,1150,4176,52000000.0,103996000.0
Malaysia,,Wildfire,Forest fire,1997,8,,,,300000000.0,586274000.0
Malaysia,"Kedah, Perlis, Pennang states",Storm,Tropical cyclone,1997,8,2,2115,2115,1000000.0,1954000.0
Malaysia,Sabah,Drought,Drought,1998,3,,5000,5000,,
Malaysia,,Wildfire,Forest fire,1998,3,,,,2000000.0,3849000.0
Malaysia,Penang & Kedah,Flood,Flood (General),1998,11,,2500,2500,,
Malaysia,"Pekan (Pahang State), Johor, Terengganu states",Flood,Riverine flood,1999,1,1,2000,2000,,
Malaysia,Pulau Pinang province,Storm,Storm (General),2000,9,,500,500,,
Malaysia,"Kuala Krai, Pasir Puteh, Kota Bharu, Pasir Mas, Tumpat districts (Kelantan province), Kubang Pasu, Kota Setar, Padang Terap districts (Kedah province), Besut district (Terengganu province)",Flood,Flash flood,2000,11,12,8000,8000,1000000.0,1822000.0
Malaysia,"Teluk Ipil area (Seberang Perai Selatan district, Pulau Pinang province)",Flood,Flash flood,2001,8,,10000,10000,,
Malaysia,"Inanam borough (Kota Kinabalu district, Sabah province), Beaufort, Papar, Penampang, Tuaran districts (Sabah province)",Flood,Flood (General),2001,10,,5000,5000,,
Malaysia,Kuala Lumpur province,Flood,Flood (General),2001,10,,200,200,,
Malaysia,"Pahang, Kelantan, Terengganu provinces",Flood,Riverine flood,2001,12,11,18000,18000,,
Malaysia,Simunjan district (Sarawak province),Mass movement (wet),Landslide (wet),2002,1,10,,,,
Malaysia,"Klang Valley area (Sepang district, Selangor province), Setapak Jaya, Jalan Pinang, Jalan Semarak, Jalan Tun Razak, Pudu boroughs (Kuala Lumpur district, Kuala Lumpu province), Petaling district (Selangor province)",Storm,Lightning/Thunderstorms,2002,3,2,155,155,,
Malaysia,"Kedah, Pahang, Perak provinces",Flood,Riverine flood,2003,10,3,13800,13800,,
Malaysia,"Kuala Terengganu, Kemaman, Marang, Dungun districts (Terengganu province), Kota Bharu district (Kelantan province), Kuantan district (Pahang province)",Flood,Flash flood,2003,11,5,3000,3000,,
Malaysia,"Kampung Pengkalan, Buang Sayang, Muhibbah Hujung, Muhibbah Baru, Sinar Baru, Lokan, Sri Tanjung areas (Kinabatangan district, Sabah province), Beluran area (Labuk & Sugut district, Sabah province), Kota Marud district (Sabah province)",Flood,Riverine flood,2003,12,,2000,2000,,
Malaysia,"Kuching, Bau, Mukah, Sibu, Samarahan districts (Sarawak province), Johor Baru, Pontian, Kota Tinggi districts (Johor province)",Flood,Riverine flood,2004,1,3,6900,6900,,
Malaysia,Johor province,Flood,Riverine flood,2004,3,,9138,9138,,
Malaysia,Kedah province,Storm,Storm (General),2004,7,,1000,1000,,
Malaysia,Kuala Lumpur province,Storm,Storm (General),2004,11,1,40000,40000,,
Malaysia,"Bera area (Temerluh district, Pahang province), Kuantan, Pekan districts (Pahang province), Kota Bharu, Gua Musang, Kuala Krai, Tanah Merah, Pasir Mas, Machang, Tumpat districts (Kelantan province), Dungun, Kemaman, Hulu Terengganu, Besut, Setiu districts (Terengganu province),",Flood,Riverine flood,2004,12,13,,15000,10000000.0,16608000.0
Malaysia,"Telipok village (Tuaran district, Sabah province), Menggatal area (Kota Kinabalu district, Sabah province)",Flood,Flash flood,2005,7,4,600,600,,
Malaysia,"Port Klang city (Kelang district, Selangor province), Kuala Selangor district (Selangor province)",Wildfire,Forest fire,2005,8,,,,,
Malaysia,"Kelantan, Terengganu, Kedah, Perlis, Perak provinces",Flood,Flash flood,2005,11,9,30000,30000,,
Malaysia,Johor province,Flood,Riverine flood,2006,1,,1112,1112,,
Malaysia,"Terengganu, Pahang, Kelantan provinces",Flood,Riverine flood,2006,2,,4906,4906,,
Malaysia,"Kampung Manjoi borough (Ipoh city, Kinta district, Perak province)",Flood,Riverine flood,2006,4,,500,500,,
Malaysia,"Melaka, Negeri Sembilan, Pahang, Johor provinces",Flood,Flash flood,2006,12,6,100000,100000,22000000.0,34233000.0
Malaysia,"Johor, Pahang provinces",Flood,Riverine flood,2007,1,17,137533,137533,605000000.0,915306000.0
Malaysia,"Johor, Kelantan, Pahang, Terengganu provinces",Flood,Riverine flood,2007,12,29,,29000,363000000.0,549184000.0
Malaysia,"Cherating area (Kuantan district, Pahang province), Kelantan, Terengganu provinces",Flood,Riverine flood,2008,12,,2000,2000,,
Malaysia,"Pahang, Kelantan, Terengganu, Sarawak provinces",Flood,Flash flood,2008,12,,6000,6000,,
Malaysia,"Hulu Terengganu, Besut, Setiu, Dungun, Marang, Kemaman districts (Terengganu province)",Flood,Riverine flood,2009,11,,9082,9082,,
Malaysia,"Kedah, Terengganu, Kelantan, Perak provinces",Flood,Riverine flood,2009,11,,1793,1793,,
Malaysia,Johor province,Flood,Riverine flood,2011,1,2,20000,20000,,
Malaysia,Ulu Langat district (Selangor province),Mass movement (wet),Landslide (wet),2011,5,16,,6,,
Malaysia,"Kuala Lumpur, Pahang, Terengganu, Johor, Kelantan provinces",Flood,Riverine flood,2013,12,4,75000,75000,2000000.0,2693000.0
Malaysia,"Kedah, Perak, Perlis, Pulau Pinang, Selangor provinces",Drought,Drought,2014,3,,2200000,2200000,,
Malaysia,"Sabah, Kelantan, Pahang, Terengganu, Perak, Johor, Selangor, Perlis provinces",Flood,Riverine flood,2014,12,17,230000,230000,284000000.0,376316000.0
Malaysia,Sarawak province,Flood,Riverine flood,2015,1,1,3000,3000,,
Malaysia,"Johor, Melaka, Negri Sembilan, Sarawak province",Flood,Flood (General),2016,2,,6000,6000,,
Malaysia,"Yan, Baling districts (Kedah province), Penang city (Timur Laut district, Pulau Pinang province)",Flood,Flood (General),2016,7,,441,441,,
Malaysia,Terengganu province,Flood,Flood (General),2016,11,,400,400,,
Malaysia,"Bachok, Gua Musang, Jeli, Kota Bahru, Machang, Pasir Mas, Pasir Puteh, Tanah Merah, Tumpat, Kuala Krai districts (Kelantan state); Besut, Setiu, Hulu Terengganu, Marang, Dungun, Kemaman (Terengganu state); Kuala Kangsar (Perak state); Pahang; Johor; Sabah; Selangor",Flood,Flood (General),2016,12,,25000,25000,132000000.0,172524000.0
Malaysia,"7 states in Peninsular Malaysia (Kelantan, Terengganu, Johor, Pahang, Malacca, Selangor, Perak, Sabah)",Flood,Flood (General),2017,1,,5481,5481,,
Malaysia,"Penang, Kedah, Perak",Flood,Flood (General),2017,11,7,3500,3500,,
Malaysia,"Kelantan (Kota Bharu, Pasir Mas, Tumpat, Bachok, Tanah Merah, Pasir Puteh, Kuala Krai, Machang, Jeli) and Terengganu (Besut, Kuala Terengganu, Marang, Dungun, Setiu, Kuala Nerus)",Flood,Riverine flood,2017,11,2,13000,13000,,
Malaysia,"Sarawak (Miri and Limbang), Sabah (Penampang, Kota Belud)",Storm,Storm (General),2017,12,,426,426,,
Malaysia,"Kuantan, Rompin, Pekan, Jerantut, Lipis, Bera districts (Pahang state), Johor, Terengganu states",Flood,Flood (General),2018,1,2,12000,12000,,
Malaysia,"Samarahan, Bintulu, Serian, Mukah, Limbang, Sarikei (Sarawak State)",Flood,Flash flood,2018,2,,4900,4900,,
Malaysia,"Belaga district (Kapit division, Northern and central Sarawak State)",Flood,Flood (General),2019,6,,1000,1000,,
Malaysia,Peninsular malaysia,Flood,Flood (General),2019,10,,2412,2412,,
Malaysia,"Johor state; Kota Bharu, Pasir Mas, Tumpat, Bachok, Tanah Merah, Pasir Puteh, Kuala Krai, Machang, Jeli districts (Kelantan state); Pahang state; Marang, Dungun, Kemaman, Hulu Terengganu, Setiu, Besut, Kuala Nerus districts (Terengganu state)",Flood,Flood (General),2019,11,2,15000,15000,,
Malaysia,"Terengganu, Kelantan",Flood,Flood (General),2019,12,,4065,4065,,
Malaysia,Sarawak State (north-west Borneo Island),Flood,Flood (General),2020,4,,2000,2000,,
Malaysia,"Pontian, Batu Pahat, Muar, Kluang,Tangkak Districts (Johor State)",Flood,Flood (General),2020,6,,1210,1210,,
Malaysia,"Tenom, Kota Belud, Papar, Beaufort, Penampang Districts (Sabah State); Baram, Marudi, Long Lama, Lawas, Limbang districts (Sarawak State)",Flood,Flood (General),2020,6,,9000,9000,6800000.0,8242000.0
Malaysia,"Kota Kinabalu, Kota Belud, Tuaran, Telipok Districts (Sabah State)",Flood,Flood (General),2020,10,,400,400,,
Malaysia,"Terengganu, Kelantan, Pahang",Flood,Riverine flood,2020,12,,9273,9273,,
Malaysia,"Johor, Pahang, Terengganu, Sabah, Kelantan, Selangor, Perak states",Flood,Flood (General),2021,1,8,23776,23776,,
Malaysia,"Beaufort, Kota Marudu, Kudat, Pitas (Sabah State, Borneo's East Malaysia); Serian, Samarahan, Miri, Kuching (Sarawak state)",Flood,Flood (General),2021,1,,6000,6000,,
Malaysia,"Serian, Samarahan, Miri, Kuching districts (Sarawak State)",Flood,Flood (General),2021,1,6,3000,3000,,
Malaysia,Beaufort and Tenom districts (Sabah state); Sarawak state; Melaka state,Flood,Flood (General),2021,5,,5782,5782,,
Malaysia,"Yan, Kuala Muda and Bandar Baharu districts (Kedah state)",Flood,Flash flood,2021,8,7,4825,4828,,
Malaysia,"Kota Kinabalu, Penampang and Putatan Districts (Sabah state) ; Johor, Sarawak states",Flood,Flood (General),2021,9,2,255,255,,
Malaysia,"Kedah, Malacca, Negeri Sembilan, Selangor States, Kuala Lumpur Federal Territory",Flood,Flash flood,2021,10,,1000,1000,,
Malaysia,"Pahang, Selangor, Terengganu, Kelantan, Johor, Malacca, Negeri Sembilan, Sabah, Perak and the Federal Territory of Kuala Lumpur",Flood,Flash flood,2021,12,56,120000,120000,1460000000.0,1690174000.0
Malaysia,"Kelantan, Pahang, and Terengganu",Flood,Flood (General),2022,2,6,26000,26000,240000.0,257000.0
Malaysia,"Kuala Lumpur, Melaka, Negeri Sembilan; Gombak, Hulu Langat, Kuala Langat, Petaling and Sepang (Selangor)",Flood,Flood (General),2022,3,,1290,1290,,
Malaysia,Baling District (eastern Kedah State),Flood,Flood (General),2022,7,3,210,228,,
Malaysia,"Kelantan, Pahang, Pulau Pinang, Perak, Selangor, Melaka, and Johor in the Malay Peninsula and Sabah State on Borneo Island",Flood,Flood (General),2022,11,,3107,3107,,
Malaysia,Batang Kali (near Kuala Lumpur),Mass movement (wet),Landslide (wet),2022,12,33,94,94,,
Malaysia,"Kelantan, Terengganu, Pahang, Johor, Perak states",Flood,Flood (General),2022,12,8,60000,60000,,
Malaysia,"Johor, Pahang, and Sabah States",Flood,Flood (General),2023,1,,11000,11000,,
Malaysia,"Johor, Pahang, Malacca, and Negeri Sembilan",Flood,Flood (General),2023,2,4,46630,46630,,
Malaysia,"Selangor, Perak, and Pahang states",Flood,Flood (General),2023,11,,881,881,,
Malaysia,"Johor, Kelantan, Pahang, Sabah, and Terengganu states",Flood,Flood (General),2023,12,2,25676,25676,,
Malaysia,Sabah and Sarawak states,Flood,Flood (General),2025,1,5,12500,12500,,
Malaysia,Pahang and Negeri Sembilan states,Flood,Flood (General),2025,2,,251,251,,
Malaysia,"Tenom, Beaufort, Membakut, and Soo (Sabah, northern Borneo Island)",Flood,Flood (General),2025,3,,4555,4555,,
Malaysia,"Johor Bahru, Kulai, Pontian, Kota Tinggi, Kluang, Batu Pahat, and Iskandar Puteri (Johor state); Sabah and Sarawak states",Flood,Flood (General),2025,3,,11071,11071,,
Malaysia,Sarawak and Sabah states (Borneo Island),Flood,Flash flood,2025,9,13,3134,3134,,
Malaysia,"Sabah, Sarawak Kelantan, Perlis, Perak, Selangor, Kedah, Penang, Terengganu, and Pahang states",Flood,Flash flood,2025,11,3,18700,18700,,
Malaysia,Terengganu and Pahang,Flood,Flood (General),2025,12,,2103,2103,,
Philippines,Central,Storm,Tropical cyclone,1905,9,240,,,,
Philippines,Cebu,Storm,Tropical cyclone,1912,10,,,,10000000.0,325036000.0
Philippines,West Luzon,Storm,Tropical cyclone,1931,8,,,,,
Philippines,Sulu,Storm,Tropical cyclone,1932,4,147,,2500,,
Philippines,"Manila, Bulcan",Storm,Tropical cyclone,1934,10,,,,,
Philippines,"Samar, Tayabas",Storm,Tropical cyclone,1934,11,85,,,,
Philippines,Luzon,Storm,Tropical cyclone,1936,10,517,,,,
Philippines,"Leyte, Mindoro",Storm,Tropical cyclone,1937,11,231,,,,
Philippines,"Samar, South Luzon",Storm,Tropical cyclone,1938,12,305,,,,
Philippines,"Cantanduanes, Bondoc",Storm,Tropical cyclone,1940,12,73,,,,
Philippines,,Storm,Tropical cyclone,1946,11,260,,,,
Philippines,"Cebu City, Negros, Panay",Storm,Tropical cyclone,1949,10,1000,,,,
Philippines,"Samar, South Luzon",Storm,Tropical cyclone,1951,4,156,,,,
Philippines,"Visayas, Bicol",Storm,Tropical cyclone,1951,11,87,,,,
Philippines,"Yap, Palau",Storm,Tropical cyclone,1951,12,773,50000,50000,30000000.0,362005000.0
Philippines,Central,Storm,Tropical cyclone,1952,6,19,,103,,
Philippines,Visayas and southern Luzon,Storm,Tropical cyclone,1952,10,995,,500349,60000000.0,707678000.0
Philippines,,Storm,Storm (General),1955,1,51,,,,
Philippines,,Storm,Storm (General),1955,11,93,,,,
Philippines,,Storm,Storm (General),1956,7,50,,,,
Philippines,,Storm,Tropical cyclone,1956,12,79,,,,
Philippines,,Storm,Tropical cyclone,1957,7,89,,,,
Philippines,,Storm,Tropical cyclone,1959,8,,,,,
Philippines,,Storm,Tropical cyclone,1959,12,23,,,1500000.0,16142000.0
Philippines,,Mass movement (wet),Landslide (wet),1960,1,40,,,,
Philippines,South Wet of Manilla,Storm,Tropical cyclone,1960,4,56,,,2000000.0,21213000.0
Philippines,Luzon,Storm,Tropical cyclone,1960,5,234,,20000,2000000.0,21213000.0
Philippines,South Luzon,Storm,Tropical cyclone,1960,6,100,50000,50000,,
Philippines,,Storm,Storm (General),1960,8,33,,,,
Philippines,"Central, South Luzon",Storm,Tropical cyclone,1960,10,150,375000,375000,,
Philippines,Luzon,Storm,Tropical cyclone,1960,10,58,,,30000000.0,318197000.0
Philippines,,Storm,Tropical cyclone,1962,7,41,,,,
Philippines,,Storm,Tropical cyclone,1962,8,156,,,,
Philippines,North Luzon,Storm,Tropical cyclone,1963,8,1,,2000,,
Philippines,"South, Central Luzon",Storm,Tropical cyclone,1964,6,56,924125,924288,8000000.0,80908000.0
Philippines,"North Mindanao, South Luzon",Storm,Tropical cyclone,1964,11,580,300000,301258,35000000.0,353975000.0
Philippines,"Cotabato, Luzon",Storm,Tropical cyclone,1965,7,37,,,,
Philippines,"Visayas, South Luzon",Storm,Tropical cyclone,1966,12,18,196000,286000,1000000.0,9664000.0
Philippines,"Samar Island, Visayas, Bicol, Southern Tagalog, Central Luzon",Storm,Tropical cyclone,1967,11,107,137000,137000,26500000.0,249196000.0
Philippines,Mindanao,Flood,Flood (General),1968,1,29,,,,
Philippines,Luzon,Storm,Tropical cyclone,1968,8,,,,,
Philippines,"South Visayas, Samar, Luzon",Storm,Tropical cyclone,1968,11,50,187330,226643,9600000.0,86576000.0
Philippines,North,Storm,Tropical cyclone,1969,7,11,,,,
Philippines,"(1) Bulacan, Pampg (Manila) - (2) Aurora (Quezon province)",Storm,Tropical cyclone,1970,8,137,78000,145200,2353000.0,19011000.0
Philippines,,Storm,Tropical cyclone,1970,9,42,,,,
Philippines,,Storm,Tropical cyclone,1970,9,,1326,1326,598000.0,4832000.0
Philippines,,Storm,Tropical cyclone,1970,9,575,,1593,12110000.0,97843000.0
Philippines,,Storm,Tropical cyclone,1970,9,631,,76,47397000.0,382947000.0
Philippines,"(1) Bicol area, (2) Mindanao",Storm,Tropical cyclone,1970,10,1551,1214000,1214985,85500000.0,690802000.0
Philippines,,Storm,Tropical cyclone,1970,11,80,17044,17292,12785000.0,103297000.0
Philippines,Manila (Quezon province),Storm,Tropical cyclone,1970,11,786,430000,432075,97656000.0,789018000.0
Philippines,"Visayas, Palawan",Storm,Tropical cyclone,1971,4,95,,,700000.0,5423000.0
Philippines,Central,Storm,Tropical cyclone,1971,5,57,,32503,590000.0,4571000.0
Philippines,Central,Storm,Tropical cyclone,1971,10,37,,12000,,
Philippines,North Luzon,Storm,Tropical cyclone,1971,10,57,,2008,,
Philippines,"Mindanao, Visayas, Palawan",Storm,Tropical cyclone,1971,10,6,,,,
Philippines,Visayan Islands,Storm,Tropical cyclone,1972,1,204,,28,23000000.0,172535000.0
Philippines,South Luzon,Storm,Tropical cyclone,1972,6,131,385000,385000,15000000.0,112523000.0
Philippines,"Central, NorthLuzon",Flood,Flood (General),1972,7,653,2400000,2770647,220000000.0,1650336000.0
Philippines,"South, Misamis province",Storm,Tropical cyclone,1972,12,100,80000,107650,10000000.0,75015000.0
Philippines,Cotabato,Flood,Flood (General),1973,9,3,5000,5000,493000.0,3483000.0
Philippines,Northern Luzon,Storm,Tropical cyclone,1973,10,24,,1000000,2000000.0,14130000.0
Philippines,Central Luzon,Storm,Tropical cyclone,1973,10,50,,45000,5000000.0,35325000.0
Philippines,"(1) Central, (2) Capiz province",Storm,Tropical cyclone,1973,11,270,3400000,3400024,,
Philippines,Agusan Del Norte,Flood,Flood (General),1974,2,,1823,1823,,
Philippines,Luzon,Storm,Tropical cyclone,1974,6,106,1367,1367,1000000.0,6362000.0
Philippines,Luzon,Storm,Tropical cyclone,1974,7,21,2400,2556,2000000.0,12724000.0
Philippines,Central Luzon,Flood,Flood (General),1974,8,94,1200000,1200000,17800000.0,113240000.0
Philippines,North Luzon,Storm,Tropical cyclone,1974,10,29,31562,35602,9200000.0,58528000.0
Philippines,Luzon,Storm,Tropical cyclone,1974,10,13,7776,7785,11600000.0,73797000.0
Philippines,Luzon,Storm,Tropical cyclone,1974,10,23,55575,55625,21000000.0,133597000.0
Philippines,North Luzon,Storm,Tropical cyclone,1974,11,3,22835,24138,3200000.0,20358000.0
Philippines,South Luzon,Storm,Tropical cyclone,1974,11,11,,5000,7300000.0,46441000.0
Philippines,Mindanao,Storm,Tropical cyclone,1975,1,39,4518,5224,2161000.0,12596000.0
Philippines,Davao Del Norte,Flood,Flood (General),1975,3,,99,99,,
Philippines,Misamis Oriental,Flood,Flash flood,1976,1,8,1565,1565,,
Philippines,"Luzon, Manila",Storm,Tropical cyclone,1976,5,274,2700000,2700000,85000000.0,468535000.0
Philippines,,Storm,Tropical cyclone,1976,6,3,2702,2812,84100000.0,463574000.0
Philippines,"Capz, Aklan",Flood,Flash flood,1976,11,10,14313,14313,1553000.0,8560000.0
Philippines,,Storm,Tropical cyclone,1976,12,110,1741,1758,9326000.0,51407000.0
Philippines,Mindanao,Flood,Flood (General),1977,2,14,1499,1499,1913000.0,9901000.0
Philippines,,Storm,Tropical cyclone,1977,7,4,860,863,,
Philippines,"Central, North",Storm,Storm (General),1977,7,,2500,2500,,
Philippines,Manila,Flood,Flood (General),1977,8,10,4300,4300,,
Philippines,Mindanao,Flood,Flood (General),1977,8,,1500,1500,,
Philippines,,Storm,Tropical cyclone,1977,8,,921,921,25000.0,129000.0
Philippines,Northern,Storm,Tropical cyclone,1977,9,60,5000,5000,800000.0,4141000.0
Philippines,North Luzon,Storm,Tropical cyclone,1977,11,40,133141,148935,3600000.0,18632000.0
Philippines,Santos City,Drought,Drought,1978,2,,3665,3665,,
Philippines,Jipapad (Eastern Samar),Flood,Flood (General),1978,2,,1500,1500,,
Philippines,,Storm,Tropical cyclone,1978,4,111,370000,373547,33254000.0,159909000.0
Philippines,Central,Storm,Tropical cyclone,1978,4,,2500,2500,,
Philippines,Northern,Flood,Flood (General),1978,8,53,1000,1000,,
Philippines,Luzon (including Manila),Storm,Tropical cyclone,1978,8,49,42402,42414,3515000.0,16903000.0
Philippines,Subic,Mass movement (wet),Landslide (wet),1978,8,22,,7,,
Philippines,,Storm,Tropical cyclone,1978,8,47,150331,150943,11809000.0,56786000.0
Philippines,,Storm,Tropical cyclone,1978,9,32,18735,23901,13989000.0,67269000.0
Philippines,,Storm,Tropical cyclone,1978,10,24,6182,6184,11893000.0,57190000.0
Philippines,Manila,Storm,Tropical cyclone,1978,10,59,50000,50000,,
Philippines,"Central Luzon, Manilla",Storm,Tropical cyclone,1978,10,340,1500000,1500749,115000000.0,553003000.0
Philippines,,Storm,Tropical cyclone,1978,12,,381,381,624000.0,3001000.0
Philippines,Leyte,Storm,Tropical cyclone,1979,4,18,480000,524549,10000000.0,43223000.0
Philippines,Cotabato,Flood,Flash flood,1979,7,,16000,16000,6983000.0,30182000.0
Philippines,,Storm,Tropical cyclone,1979,8,24,34098,41138,6100000.0,26366000.0
Philippines,Northern,Storm,Tropical cyclone,1979,8,6,,10001,,
Philippines,,Storm,Tropical cyclone,1979,9,8,3722,3722,9733000.0,42069000.0
Philippines,,Storm,Tropical cyclone,1979,11,6,6110,6111,617000.0,2667000.0
Philippines,Mindanao,Flood,Flash flood,1980,1,2,25980,25980,,
Philippines,Mindanao,Drought,Drought,1980,1,,1002100,1002100,,
Philippines,,Storm,Tropical cyclone,1980,3,4,565,665,402000.0,1530000.0
Philippines,,Storm,Tropical cyclone,1980,5,,2535,3063,289000.0,1100000.0
Philippines,,Storm,Tropical cyclone,1980,7,36,58731,69237,,
Philippines,Northern,Storm,Tropical cyclone,1980,7,31,300000,600000,15400000.0,58620000.0
Philippines,Cagayan Valley (Northwestern),Storm,Tropical cyclone,1980,7,40,190000,190000,,
Philippines,North and Central Luzon,Storm,Tropical cyclone,1980,11,101,775000,1004000,102300000.0,389407000.0
Philippines,,Flood,Flood (General),1981,1,228,300000,300000,27000000.0,93149000.0
Philippines,,Storm,Tropical cyclone,1981,6,210,12086,15478,7609000.0,26251000.0
Philippines,Albay province,Storm,Storm (General),1981,7,214,,32,2000000.0,6900000.0
Philippines,Oriental Mindoro,Storm,Tropical cyclone,1981,7,,25000,28500,,
Philippines,,Storm,Tropical cyclone,1981,8,5,8526,9721,12908000.0,44532000.0
Philippines,Northern Luzon,Storm,Tropical cyclone,1981,9,55,18565,21905,6700000.0,23115000.0
Philippines,,Mass movement (wet),Landslide (wet),1981,10,200,,,,
Philippines,"Maco, Davao del Norte",Flood,Flash flood,1981,10,94,2100,2195,,
Philippines,Lucena,Flood,Flood (General),1981,11,,7500,7500,,
Philippines,,Storm,Tropical cyclone,1981,11,4,5663,5736,167000.0,576000.0
Philippines,,Storm,Tropical cyclone,1981,11,261,840078,840173,35000000.0,120749000.0
Philippines,"Samar, Mindoro, Luzon",Storm,Tropical cyclone,1981,12,250,180000,180000,26000000.0,89699000.0
Philippines,Region X,Flood,Flash flood,1982,1,18,35,35,,
Philippines,South,Flood,Flood (General),1982,2,13,200000,200000,,
Philippines,,Storm,Tropical cyclone,1982,3,25,23911,25099,2400000.0,7802000.0
Philippines,S.E./N. Mindanao,Storm,Tropical cyclone,1982,3,117,16000,16000,,
Philippines,Central province,Storm,Tropical cyclone,1982,3,151,485000,789031,69000000.0,224296000.0
Philippines,"Maguindanao, Sultan Kudarat",Flood,Flood (General),1982,6,2,95915,96147,,
Philippines,"Davao Del Norte, Sur & Oriental",Flood,Coastal flood,1982,6,,818,818,60000.0,195000.0
Philippines,,Storm,Tropical cyclone,1982,7,10,11883,12319,4500000.0,14628000.0
Philippines,,Storm,Tropical cyclone,1982,8,29,31522,36927,4200000.0,13653000.0
Philippines,West,Storm,Tropical cyclone,1982,8,70,25900,25967,6500000.0,21129000.0
Philippines,C./S. Luzon,Storm,Tropical cyclone,1982,9,65,44383,50008,,
Philippines,North Luzon,Storm,Tropical cyclone,1982,10,96,51532,64179,32000000.0,104021000.0
Philippines,Visayan Sea region,Storm,Tropical cyclone,1982,12,,41,85,5000.0,16000.0
Philippines,Misamis Oriental,Drought,Drought,1983,,,1691060,1691060,,
Philippines,Southeast Luzon,Storm,Tropical cyclone,1983,7,115,120811,149892,1640000.0,5165000.0
Philippines,,Storm,Tropical cyclone,1983,9,3,1489,1684,430000.0,1354000.0
Philippines,Bohol,Storm,Tornado,1983,9,2,100,100,,
Philippines,Lanao del Sur,Flood,Flood (General),1983,9,11,1835,1835,3000.0,9000.0
Philippines,,Storm,Tropical cyclone,1983,11,8,18242,18854,2250000.0,7086000.0
Philippines,"Northern Luzon, Pangasinan province",Storm,Tropical cyclone,1984,8,138,475899,483747,23000000.0,69451000.0
Philippines,"Surigao del Norte, Bohol Isl, Mindanao, Negros Occidental, Cebu provinces",Storm,Tropical cyclone,1984,9,1399,1237224,1786865,216700000.0,654353000.0
Philippines,,Storm,Tropical cyclone,1984,10,63,1954,2694,190000.0,574000.0
